Site Code,Loc Code,Event,Field ID,Sample ID,Unique ID,Particle,Color,Morphology,1st Order Morph,Color-Group,Confidence (?),Comment,QA_Color-Morph,Projected SA [mm2],Feret,MinFeret,Length,combo
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_A_22,22,clear,fragment,Non-Fiber,Transparent,0,0,0,0.000191,1.704,0.223,1.8,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_A_25,25,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.594,1.288,0.791,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_A_30,30,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.000377,3.539,1.281,4.673,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_A_31,31,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents.",0,0.438,1.067,0.66,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_A_32,32,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.213,0.822,0.367,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_A_33,33,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents.",0,0.627,1.473,0.817,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_A_34,34,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents.",0,0.152,0.571,0.442,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_A_36,36,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.256,0.739,0.533,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_A_40,40,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents.",0,0.274,0.909,0.421,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_A_42,42,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents.",0,0.459,1.02,0.707,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_A_43,43,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.318,0.898,0.571,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_A_44,44,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents.",0,1.006,1.657,1.128,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_A_45,45,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.308,0.865,0.556,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_1,1,black,fragment,Non-Fiber,Blacks,0,broke into multiple pieces.,done,1.955,2.285,1.271,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_2,2,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.471,1.104,0.587,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_3,3,black,fragment,Non-Fiber,Blacks,0,broke into multiple pieces.,done,0.796,1.564,0.827,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_6,6,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.501,1.658,0.465,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_7,7,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.296,0.746,0.591,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_8,8,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.921,1.55,0.868,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_9,9,gray,fragment,Non-Fiber,Blacks,0,0,0,0.653,1.391,0.812,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_10,10,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.535,1.152,0.744,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_11,11,gray,fragment,Non-Fiber,Blacks,0,0,0,0.961,1.775,1.022,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_14,14,gray,fragment,Non-Fiber,Blacks,0,0,0,1.08,1.478,1.029,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_16,16,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.398,1.122,0.511,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_17,17,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.324,0.945,0.613,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_18,18,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.379,1.08,0.533,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_19,19,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.476,1.022,0.844,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_20,20,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.413,1.323,0.605,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_21,21,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.474,1.102,0.618,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_22,22,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.39,0.963,0.573,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_23,23,gray,fragment,Non-Fiber,Blacks,0,0,0,0.419,1.001,0.717,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_24,24,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.258,0.681,0.597,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_25,25,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.279,0.768,0.524,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_26,26,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.513,1.552,0.596,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_28,28,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.326,0.856,0.55,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_29,29,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle, a bit powdery.",0,0.435,1.087,0.908,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_31,31,black,fragment,Non-Fiber,Blacks,0,0,0,0.405,0.977,0.792,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_33,33,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.258,0.691,0.547,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_36,36,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.191,0.592,0.442,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_37,37,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.169,0.906,0.347,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_38,38,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.234,0.792,0.518,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_39,39,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.358,1.008,0.5,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_40,40,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.547,2.235,0.722,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_41,41,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.303,0.804,0.553,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_42,42,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.14,0.624,0.351,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_44,44,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.18,0.909,0.329,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_45,45,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.312,0.803,0.55,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_47,47,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.311,0.926,0.593,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_48,48,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.199,0.819,0.356,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_50,50,black,TRWP,Non-Fiber,Blacks,0,"rubbery texutre, bounces back.",0,0.308,1.184,0.491,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_51,51,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.253,0.731,0.553,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_52,52,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.173,0.751,0.347,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_53,53,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.191,0.643,0.498,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_54,54,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.457,1.207,0.608,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_55,55,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.433,1.009,0.615,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_1,1,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.241,0.982,0.576,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_2,2,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.207,0.834,0.469,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_4,4,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.233,0.751,0.424,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_5,5,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.232,0.9,0.442,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_6,6,black,TRWP,Non-Fiber,Blacks,0,"bounces back, could make dents in the particle.",done,0.931,2,1.204,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_8,8,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.201,0.799,0.392,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_9,9,black,fragment,Non-Fiber,Blacks,0,0,0,0.223,1.176,0.378,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_10,10,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.337,0.987,0.583,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_12,12,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.171,0.739,0.399,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_13,13,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.111,0.52,0.405,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_15,15,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.283,0.878,0.451,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_16,16,black,fragment,Non-Fiber,Blacks,0,0,0,0.782,1.661,0.882,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_18,18,gray,fragment,Non-Fiber,Blacks,0,0,0,0.327,0.966,0.572,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_19,19,gray,fragment,Non-Fiber,Blacks,0,0,0,0.611,1.969,0.926,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_20,20,black,fragment,Non-Fiber,Blacks,0,0,0,0.269,1.19,0.682,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_21,21,black,fragment,Non-Fiber,Blacks,0,0,0,0.338,0.97,0.604,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_22,22,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.204,0.816,0.508,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_24,24,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, particle could be flattened.",done,0.148,1.196,0.257,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_26,26,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.192,0.79,0.472,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_28,28,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.118,0.483,0.366,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_29,29,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.201,0.83,0.365,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_30,30,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.093,0.605,0.277,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_31,31,black,fragment,Non-Fiber,Blacks,0,0,0,0.253,0.715,0.627,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_33,33,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.135,0.543,0.467,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_35,35,black,fragment,Non-Fiber,Blacks,0,particle could be flattened.,0,0.263,1.036,0.419,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_37,37,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.17,0.89,0.273,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_38,38,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.145,0.851,0.285,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_39,39,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back slowly, could make dents in the particle.",done,0.085,0.398,0.31,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_40,40,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.201,0.702,0.508,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_41,41,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.179,0.635,0.429,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_42,42,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.181,0.637,0.466,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_43,43,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.144,0.606,0.377,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_44,44,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.223,0.828,0.426,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_45,45,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle, particle could be flattened.",0,0.215,0.719,0.476,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_46,46,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.179,0.636,0.472,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_47,47,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.091,0.403,0.32,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_48,48,black,fragment,Non-Fiber,Blacks,0,particle could be flattened.,0,0.161,0.701,0.415,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_49,49,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.207,1.182,0.428,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_50,50,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, a bit powdery.",0,0.198,0.68,0.466,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_51,51,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.193,0.685,0.496,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_52,52,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, a bit powdery.",0,0.112,0.703,0.326,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_53,53,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.073,0.47,0.265,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_54,54,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, a bit powdery.",0,0.368,1.235,0.663,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_55,55,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.216,0.955,0.41,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_56,56,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.081,0.442,0.306,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_C_57,57,black,fragment,Non-Fiber,Blacks,0,particle could be flattened.,0,0.087,0.629,0.266,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_D_1,1,clear,sphere,Non-Fiber,Transparent,0,0,0,0.182,0.531,0.436,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_D_2,2,blue,fragment,Non-Fiber,Blues,0,0,0,0.157,0.573,0.428,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_D_3,3,white,fragment,Non-Fiber,Whites,0,0,0,0.421,2.515,0.77,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_D_5,5,blue,fragment,Non-Fiber,Blues,0,0,0,0.119,0.68,0.274,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_D_6,6,white,fragment,Non-Fiber,Whites,0,0,0,0.623,1.368,0.72,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_D_7,7,black,fragment,Non-Fiber,Blacks,0,0,0,0.155,0.757,0.397,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_D_10,10,black,TRWP,Non-Fiber,Blacks,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.115,0.495,0.349,0,All
SAD,1,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_D_12,12,pink,foam,Non-Fiber,Reds,0,0,done,0.347,1.491,0.461,0,All
